,m,n,r
187,"(_154:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07Slit', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_154)
188,"(_153:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07Tiered', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_153)
189,"(_152:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e22\u0e49\u0e27\u0e22\u0e04\u0e23\u0e36\u0e48\u0e07\u0e27\u0e07\u0e01\u0e25\u0e21', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_152)
190,"(_151:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e23\u0e30\u0e06\u0e31\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_151)
191,"(_150:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e0a\u0e31\u0e49\u0e19\u0e43\u0e19', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_150)
192,"(_149:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e01\u0e23\u0e30\u0e1a\u0e2d\u0e01', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_149)
193,"(_148:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e1a\u0e32\u0e19', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_148)
194,"(_147:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e1e\u0e25\u0e35\u0e17', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_147)
195,"(_133:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e40\u0e08\u0e49\u0e32\u0e2b\u0e0d\u0e34\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_133)
196,"(_132:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e40\u0e17\u0e19\u0e19\u0e34\u0e2a', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_132)
197,"(_131:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e1a\u0e2d\u0e25\u0e25\u0e39\u0e19', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_131)
198,"(_130:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e14\u0e34\u0e19\u0e2a\u0e2d,\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e2a\u0e2d\u0e1a', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_130)
199,"(_114:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e2a\u0e01\u0e47\u0e2d\u0e15', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_114)
200,"(_113:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e22\u0e49\u0e27\u0e22\u0e40\u0e2a\u0e35\u0e49\u0e22\u0e27\u0e27\u0e07\u0e01\u0e25\u0e21', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_113)
201,"(_112:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e41\u0e22\u0e01\u0e0a\u0e34\u0e49\u0e19', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_112)
202,"(_111:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e07\u0e15\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_111)
203,"(_110:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e27\u0e07\u0e01\u0e25\u0e21', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_110)
204,"(_92:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e27\u0e34\u0e2a', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_92)
205,"(_91:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e44\u0e21\u0e48\u0e2a\u0e21\u0e21\u0e32\u0e15\u0e23', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_91)
206,"(_90:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e1b\u0e49\u0e32\u0e22', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_90)
207,"(_89:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e40\u0e2d\u0e21,\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e1b\u0e25\u0e32\u0e22\u0e1a\u0e32\u0e19\u0e19\u0e49\u0e2d\u0e22', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_89)
208,"(_573:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Subcategory: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07\u0e40\u0e2d\u0e27\u0e2a\u0e21\u0e47\u0e2d\u0e04', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})","(_188:Bottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})",(_188)-[:waistline {}]->(_573)
209,"(_277:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Subcategory: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07\u0e40\u0e2d\u0e27\u0e08\u0e35\u0e1a', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})","(_188:Bottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})",(_188)-[:waistline {}]->(_277)
210,"(_242:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Subcategory: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07\u0e40\u0e2d\u0e27\u0e01\u0e25\u0e32\u0e07', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})","(_188:Bottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})",(_188)-[:waistline {}]->(_242)
211,"(_222:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Subcategory: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07\u0e40\u0e2d\u0e27\u0e2a\u0e39\u0e07', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})","(_188:Bottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})",(_188)-[:waistline {}]->(_222)
212,"(_207:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Subcategory: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07\u0e40\u0e2d\u0e27\u0e22\u0e37\u0e14,\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07\u0e40\u0e2d\u0e27\u0e22\u0e32\u0e07\u0e22\u0e37\u0e14', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})","(_188:Bottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})",(_188)-[:waistline {}]->(_207)
213,"(_166:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Subcategory: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07\u0e40\u0e2d\u0e27\u0e27\u0e35', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})","(_188:Bottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})",(_188)-[:waistline {}]->(_166)
214,"(_160:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Subcategory: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07\u0e40\u0e2d\u0e27\u0e15\u0e48\u0e33', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})","(_188:Bottom_Entity {Bottom_Entity: '\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Type: '\u0e23\u0e30\u0e14\u0e31\u0e1a\u0e40\u0e2d\u0e27'})",(_188)-[:waistline {}]->(_160)
215,"(_612:sub_category {Gender: '\u0e2b\u0e0d\u0e34\u0e07,\u0e2a\u0e15\u0e23\u0e35', sub_category: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e2a\u0e31\u0e49\u0e19', sub_entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07'})","(_213:subEntity {Entity: '\u0e2a\u0e48\u0e27\u0e19\u0e25\u0e48\u0e32\u0e07', Gender: '\u0e2b\u0e0d\u0e34\u0e07,\u0e2a\u0e15\u0e23\u0e35', sub_entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07'})",(_213)-[:sub_category {}]->(_612)
216,"(_87:sub_category {Gender: '\u0e2b\u0e0d\u0e34\u0e07,\u0e2a\u0e15\u0e23\u0e35', sub_category: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e22\u0e32\u0e27', sub_entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07'})","(_213:subEntity {Entity: '\u0e2a\u0e48\u0e27\u0e19\u0e25\u0e48\u0e32\u0e07', Gender: '\u0e2b\u0e0d\u0e34\u0e07,\u0e2a\u0e15\u0e23\u0e35', sub_entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07'})",(_213)-[:sub_category {}]->(_87)
217,"(_72:sub_category {Gender: '\u0e2b\u0e0d\u0e34\u0e07,\u0e2a\u0e15\u0e23\u0e35', sub_category: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e22\u0e35\u0e19\u0e2a\u0e4c,\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e40\u0e14\u0e19\u0e34\u0e21', sub_entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07'})","(_213:subEntity {Entity: '\u0e2a\u0e48\u0e27\u0e19\u0e25\u0e48\u0e32\u0e07', Gender: '\u0e2b\u0e0d\u0e34\u0e07,\u0e2a\u0e15\u0e23\u0e35', sub_entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07'})",(_213)-[:sub_category {}]->(_72)
218,"(_83:Entity {Entity: '\u0e2a\u0e48\u0e27\u0e19\u0e25\u0e48\u0e32\u0e07', Gender: '\u0e2b\u0e0d\u0e34\u0e07,\u0e2a\u0e15\u0e23\u0e35'})","(_322:Big_category {Category: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Gender: '\u0e2b\u0e0d\u0e34\u0e07,\u0e2a\u0e15\u0e23\u0e35'})",(_322)-[:subcategory {}]->(_83)
219,"(_63:Entity {Entity: '\u0e2a\u0e48\u0e27\u0e19\u0e1a\u0e19', Gender: '\u0e2b\u0e0d\u0e34\u0e07,\u0e2a\u0e15\u0e23\u0e35'})","(_322:Big_category {Category: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Gender: '\u0e2b\u0e0d\u0e34\u0e07,\u0e2a\u0e15\u0e23\u0e35'})",(_322)-[:subcategory {}]->(_63)
220,"(_17:Entity {Entity: '\u0e0a\u0e38\u0e14', Gender: '\u0e2b\u0e0d\u0e34\u0e07,\u0e2a\u0e15\u0e23\u0e35'})","(_322:Big_category {Category: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', Gender: '\u0e2b\u0e0d\u0e34\u0e07,\u0e2a\u0e15\u0e23\u0e35'})",(_322)-[:subcategory {}]->(_17)
221,"(_403:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22\u0e2b\u0e22\u0e32\u0e1a'})","(_330:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Type: '\u0e1c\u0e49\u0e32'})",(_330)-[:patten/material {}]->(_403)
222,"(_402:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22\u0e1c\u0e2a\u0e21\u0e2d\u0e34\u0e19\u0e40\u0e15\u0e2d\u0e23\u0e4c\u0e25\u0e47\u0e2d\u0e01,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19\u0e1c\u0e2a\u0e21\u0e2d\u0e34\u0e19\u0e40\u0e15\u0e2d\u0e23\u0e4c\u0e25\u0e47\u0e2d\u0e01'})","(_330:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Type: '\u0e1c\u0e49\u0e32'})",(_330)-[:patten/material {}]->(_402)
223,"(_366:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22\u0e1c\u0e2a\u0e21\u0e44\u0e2b\u0e21,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19\u0e0b\u0e34\u0e25\u0e04\u0e4c'})","(_330:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Type: '\u0e1c\u0e49\u0e32'})",(_330)-[:patten/material {}]->(_366)
224,"(_365:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22\u0e25\u0e32\u0e22\u0e2a\u0e2d\u0e07,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19\u0e25\u0e32\u0e22\u0e2a\u0e2d\u0e07'})","(_330:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Type: '\u0e1c\u0e49\u0e32'})",(_330)-[:patten/material {}]->(_365)
225,"(_336:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22\u0e1c\u0e2a\u0e21\u0e0b\u0e32\u0e15\u0e34\u0e19,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19\u0e0b\u0e32\u0e15\u0e34\u0e19'})","(_330:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Type: '\u0e1c\u0e49\u0e32'})",(_330)-[:patten/material {}]->(_336)
226,"(_228:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22\u0e01\u0e31\u0e19\u0e25\u0e21,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19\u0e01\u0e31\u0e19\u0e25\u0e21'})","(_330:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Type: '\u0e1c\u0e49\u0e32'})",(_330)-[:patten/material {}]->(_228)
227,"(_173:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22\u0e1c\u0e2a\u0e21,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19\u0e1c\u0e2a\u0e21'})","(_330:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19', Type: '\u0e1c\u0e49\u0e32'})",(_330)-[:patten/material {}]->(_173)
228,"(_405:Subpattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e42\u0e1e\u0e25\u0e35\u0e40\u0e2d\u0e2a\u0e40\u0e15\u0e2d\u0e23\u0e4c', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e42\u0e1e\u0e25\u0e35\u0e40\u0e2d\u0e2a\u0e40\u0e15\u0e2d\u0e23\u0e4c\u0e1c\u0e2a\u0e21\u0e2d\u0e34\u0e19\u0e40\u0e15\u0e2d\u0e23\u0e4c\u0e25\u0e47\u0e2d\u0e01'})","(_331:Pattern_Entity {Big_type_Entity: '\u0e1c\u0e49\u0e32\u0e42\u0e1e\u0e25\u0e35\u0e40\u0e2d\u0e2a\u0e40\u0e15\u0e2d\u0e23\u0e4c', Type: '\u0e1c\u0e49\u0e32'})",(_331)-[:patten/material {}]->(_405)
